date,open,high,low,close,volume,l2jbl,主力净额,净流入额,env_level,env_score,env_ok,accum,accum_ok,accum_score,f_signal,washout,washout_turn,launch_raw,launch_turn,dist_score,caution,reduce_trend,reduce_band,escape_top,take_profit,l2_flow,l2_flow_raw,l2_strong,l2_source,position,ui_state,state,label,entry_ok,exit_ok
2010-01-22,3364.452,3390.796,3293.194,3366.197,8893340400,-0.03485679558109756,-81448.85999999999,-63936.27999999999,2,25,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.1742839779054878,-0.03485679558109756,0,moneyflow,0.0,0,0,watch,0,0
2010-01-25,3340.013,3372.426,3326.266,3328.014,5684917100,-0.0004686318090688908,-1085.9500000000044,-76664.95,2,25,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.002343159045344454,-0.0004686318090688908,0,moneyflow,0.0,0,0,watch,0,0
2010-01-26,3328.113,3341.198,3222.14,3242.797,6175223100,-0.036458879139475146,-83560.25000000001,-118670.67,2,25,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.18229439569737574,-0.036458879139475146,0,moneyflow,0.0,0,0,watch,0,0
2010-01-27,3243.038,3255.116,3183.365,3198.566,5269139400,-0.03667469777751978,-82359.56999999998,-101463.12,2,25,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.18337348888759888,-0.03667469777751978,0,moneyflow,0.0,0,0,watch,0,0
2010-01-28,3195.289,3220.306,3168.463,3206.57,4699071600,-0.021667829956804965,-48362.67,-51447.28999999999,2,25,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.10833914978402483,-0.021667829956804965,0,moneyflow,0.0,0,0,watch,0,0
2010-01-29,3190.315,3249.455,3176.916,3204.155,5026261300,-0.02410787225082958,-53647.2,-42823.81,0,20,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.12081926359882003,-0.02410787225082958,0,moneyflow,0.0,0,0,watch,0,0
2010-02-01,3198.23,3198.311,3116.439,3152.707,5700138000,-0.028911806861607495,-63711.90999999999,-79841.31,0,15,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.1480358126061145,-0.028911806861607495,0,moneyflow,0.0,0,0,watch,0,0
2010-02-02,3170.778,3211.941,3143.085,3146.189,5013003300,0.027516315604421426,60755.38999999999,-58286.4,0,15,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0.13669864076581464,0.027516315604421426,0,moneyflow,0.0,0,0,watch,0,0
2010-02-03,3160.712,3231.102,3094.568,3230.715,6479889400,0.05103657286280865,115732.65000000002,113467.99,0,20,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2403592407302685,0.05103657286280865,1,moneyflow,0.0,0,0,watch,0,0
2010-02-04,3206.431,3242.519,3190.437,3218.802,5897272600,-0.007687736736658477,-17318.24,-71860.28,0,20,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03671012699888125,-0.007687736736658477,0,moneyflow,0.0,0,0,watch,0,0
2010-02-05,3147.721,3177.42,3129.921,3153.087,5910584500,-0.019227469935366098,-43413.92999999998,-70378.09999999999,0,20,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.09349966916323389,-0.019227469935366098,0,moneyflow,0.0,0,0,watch,0,0
2010-02-08,3152.253,3172.306,3133.808,3150.988,3735595100,-0.008835175029651568,-19859.059999999987,-19212.08,0,10,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.04355845326083196,-0.008835175029651568,0,moneyflow,0.0,0,0,watch,0,0
2010-02-09,3147.761,3178.947,3144.478,3169.19,3595315800,-0.002149995410954005,-4866.090000000002,-28722.56,0,15,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.010710169385115483,-0.002149995410954005,0,moneyflow,0.0,0,0,watch,0,0
2010-02-10,3195.142,3214.456,3182.834,3214.13,3421989400,0.014193576151680782,32442.79000000001,-1688.4099999999999,0,15,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0.07074446998746452,0.014193576151680782,0,moneyflow,0.0,0,0,watch,0,0
2010-02-11,3216.688,3238.349,3207.165,3220.398,3579105200,0.0037752000019118975,8629.27,-3794.4,0,20,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.018967016176830786,0.0037752000019118975,0,moneyflow,0.0,0,0,watch,0,0
2010-02-12,3232.879,3253.196,3228.738,3251.278,3405823800,-0.0007259037216403898,-1674.0599999999995,-996.6300000000003,0,15,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.0036848666982405467,-0.0007259037216403898,0,moneyflow,0.0,0,0,watch,0,0
2010-02-22,3248.947,3261.949,3232.784,3233.345,3828377200,-0.009042694188688919,-20707.510000000002,-38221.14,0,20,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.046520037688337665,-0.009042694188688919,0,moneyflow,0.0,0,0,watch,0,0
2010-02-23,3225.393,3225.393,3152.934,3198.634,4274289800,-0.06987465912272808,-156891.78000000006,-54988.25,2,20,1,0.0,0,0.0,0,0,0,0,0,35,0,0,0,0,0,-0.36173317735077976,-0.06987465912272808,0,moneyflow,0.0,0,0,watch,0,0
2010-02-24,3177.082,3244.816,3165.133,3244.483,4998943700,-0.02609930211504898,-58789.57999999998,-17429.37,2,45,1,0.0,0,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.1372383066857874,-0.02609930211504898,0,moneyflow,0.0,0,0,watch,0,0
2010-02-25,3252.153,3294.144,3249.329,3292.128,6758661700,0.010582719590926515,24133.66999999999,14794.83,2,50,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0.05582774120877638,0.010582719590926515,0,moneyflow,0.0,0,0,watch,0,0
2010-02-26,3286.095,3301.149,3273.693,3281.666,5210728800,-0.004620890025460101,-10517.229999999992,-48374.78,2,65,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.024631669569191543,-0.004620890025460101,0,moneyflow,0.0,0,0,watch,0,0
2010-03-01,3290.007,3330.378,3287.556,3324.423,6050452000,0.021848240389780855,51289.66000000001,30934.25,2,80,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.11613385818864204,0.021848240389780855,0,moneyflow,0.0,0,0,watch,0,0
2010-03-02,3327.103,3339.894,3299.685,3311.236,5703437400,0.0015146133066945493,3553.070000000007,-83047.96,2,65,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00811844442378188,0.0015146133066945493,0,moneyflow,0.0,0,0,watch,0,0
2010-03-03,3313.023,3335.654,3293.916,3335.081,6062273200,-0.006843616311221292,-16097.740000000014,-47594.31,2,80,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03708572266869213,-0.006843616311221292,0,moneyflow,0.0,0,0,watch,0,0
2010-03-04,3338.674,3345.909,3244.978,3250.573,6934681000,-0.030717869039336838,-68828.05000000003,-133759.33,2,60,1,0.0,0,0.0,0,0,0,0,0,25,0,0,0,0,0,-0.16868383683287427,-0.030717869039336838,0,moneyflow,0.0,0,0,watch,0,0
2010-03-05,3253.164,3276.403,3239.677,3259.764,4562913800,-0.010182564628235066,-20937.109999999993,-25436.969999999998,2,55,1,0.0,0,0.0,0,0,0,0,0,15,0,0,0,0,0,-0.05654277514748201,-0.010182564628235066,0,moneyflow,0.0,0,0,watch,0,0
2010-03-08,3268.397,3293.93,3258.034,3286.178,4154087600,-0.005367699964826187,-11095.549999999997,-17671.89,2,65,1,0.0,0,0.0,0,0,0,0,0,15,0,0,0,0,0,-0.030098838859481936,-0.005367699964826187,0,moneyflow,0.0,0,0,watch,0,0
2010-03-09,3285.62,3322.506,3255.982,3305.863,5419948600,0.02613253519512558,54568.28999999997,37359.78,2,75,1,0.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0.14589380616575123,0.02613253519512558,0,moneyflow,0.0,0,0,watch,0,0
2010-03-10,3304.036,3321.081,3267.761,3279.694,4642107900,0.011871536138581208,24680.509999999995,-41183.43,2,75,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.06653737854216381,0.011871536138581208,0,moneyflow,0.0,0,0,watch,0,0
2010-03-11,3282.199,3303.488,3251.704,3276.705,4748775400,0.0072892169158154,15214.460000000003,8550.269999999995,2,75,1,0.0,0,0.0,0,0,0,0,0,5,0,0,0,0,0,0.04109731095498105,0.0072892169158154,0,moneyflow,0.0,0,0,watch,0,0
2010-03-12,3277.309,3284.263,3232.117,3233.126,3995734400,-0.0004772339783563511,-987.5799999999517,-60079.78,2,45,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.0027133627753450295,-0.0004772339783563511,0,moneyflow,0.0,0,0,watch,0,0
2010-03-15,3231.216,3234.821,3171.803,3183.183,3784430400,-0.02876931946485134,-65647.05999999998,-75939.08,2,40,1,0.0,1,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.16538939117572643,-0.02876931946485134,0,moneyflow,0.0,0,0,watch,0,0
2010-03-16,3183.775,3204.289,3169.098,3203.971,3084778000,0.007058239297233261,16202.889999999996,3224.2800000000025,2,40,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,0.040809315905394876,0.007058239297233261,0,moneyflow,0.0,0,0,watch,0,0
2010-03-17,3214.216,3273.998,3207.271,3273.916,4580093400,0.038028347315788115,88846.77,90746.87,2,75,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2177335928978422,0.038028347315788115,1,moneyflow,0.0,0,0,watch,0,0
2010-03-18,3277.883,3295.368,3256.593,3267.555,4694801300,-0.016481514201726305,-38252.47999999998,-84342.56,2,65,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.09535201104074253,-0.016481514201726305,0,moneyflow,0.0,0,0,watch,0,0
2010-03-19,3270.978,3296.411,3251.136,3293.871,4606218700,0.004539252134606839,10701.75,-16798.49,2,75,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.026437329978995044,0.004539252134606839,0,moneyflow,0.0,0,0,watch,0,0
2010-03-22,3297.824,3313.922,3288.506,3302.628,4943946200,-0.009690809500902354,-22886.209999999985,-20736.6,2,75,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.056975932312119316,-0.009690809500902354,0,moneyflow,0.0,0,0,watch,0,0
2010-03-23,3305.554,3309.12,3272.921,3275.573,4653953600,-0.027011260929684908,-63359.19,-96210.47,2,75,1,0.0,1,0.0,0,0,0,0,0,25,0,0,0,0,0,-0.1603532864812491,-0.027011260929684908,0,moneyflow,0.0,0,0,watch,0,0
2010-03-24,3282.052,3298.543,3271.033,3276.669,4454796600,-0.00902677412379491,-21262.78999999999,-39193.26,2,75,1,0.0,1,0.0,0,0,0,0,0,15,0,0,0,0,0,-0.054070834832251585,-0.00902677412379491,0,moneyflow,0.0,0,0,watch,0,0
2010-03-25,3270.39,3270.39,3222.821,3229.128,4498428500,-0.024932019393644006,-58288.10000000001,-93707.09,2,45,1,0.0,1,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.1507568173022267,-0.024932019393644006,0,moneyflow,0.0,0,0,watch,0,0
2010-03-26,3226.8,3285.388,3220.594,3275.002,4744496500,0.014422497486155119,31518.74000000002,21365.05,2,75,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,0.08745051183376014,0.014422497486155119,0,moneyflow,0.0,0,0,watch,0,0
2010-03-29,3295.763,3363.605,3293.671,3358.54,8472491000,0.06100801923044258,148164.06000000003,163853.8,2,85,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.36090649981559253,0.06100801923044258,1,moneyflow,0.0,0,0,watch,0,0
2010-03-30,3361.353,3372.265,3350.313,3366.708,5643698000,0.0071258539535226165,17321.320000000003,-15407.190000000002,2,75,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.042397571399329356,0.0071258539535226165,0,moneyflow,0.0,0,0,watch,0,0
2010-03-31,3369.193,3369.901,3338.745,3345.607,5312428700,-0.01704598976010388,-41190.53,-66724.33,2,75,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.10232169343672227,-0.01704598976010388,0,moneyflow,0.0,0,0,watch,0,0
2010-04-01,3349.884,3392.481,3349.884,3391.935,6777266900,0.0015698265828950318,3826.5500000000093,23345.7,2,80,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.009487449586940411,0.0015698265828950318,0,moneyflow,0.0,0,0,watch,0,0
2010-04-02,3400.139,3412.2,3391.806,3407.346,6907345200,-0.020265117509361913,-49192.37,-87837.0,2,85,1,0.0,1,0.0,0,0,0,0,0,20,0,0,0,0,0,-0.12352199381951735,-0.020265117509361913,0,moneyflow,0.0,0,0,watch,0,0
2010-04-06,3422.849,3436.29,3386.888,3405.145,6519171000,-0.007907056259255606,-19174.37000000001,-43654.94,2,85,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.048181649161405146,-0.007907056259255606,0,moneyflow,0.0,0,0,watch,0,0
2010-04-07,3403.088,3404.582,3369.017,3386.949,5401122800,-0.030520014319494044,-73729.42000000001,-57152.18,2,70,1,0.0,1,0.0,0,0,0,0,0,25,0,0,0,0,0,-0.1881315724206488,-0.030520014319494044,0,moneyflow,0.0,0,0,watch,0,0
2010-04-08,3381.306,3381.306,3336.156,3346.744,6218532200,-0.11713719320902065,-133723.58000000002,-143372.6,2,70,1,0.0,1,0.0,0,0,0,0,0,45,0,0,0,0,0,-0.6900678769879309,-0.11713719320902065,0,moneyflow,0.0,0,0,watch,0,0
2010-04-09,3348.773,3379.398,3342.471,3379.17,5128056700,-0.015787000357279656,-37897.17000000003,-19665.68,2,70,1,0.0,1,0.0,0,0,0,0,0,15,0,0,0,0,0,-0.09353408944637728,-0.015787000357279656,0,moneyflow,0.0,0,0,watch,0,0
2010-04-12,3388.355,3393.557,3330.3,3351.478,7456515000,-0.03887111320787769,-92109.35000000005,-134186.05,2,75,1,0.0,1,0.0,0,0,0,0,0,35,0,0,0,0,0,-0.23004424656922517,-0.03887111320787769,0,moneyflow,0.0,0,0,watch,0,0
2010-04-13,3350.726,3401.707,3324.048,3391.716,7990769500,0.018285392794830393,44126.279999999984,43077.0,2,75,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,0.10862294619451046,0.018285392794830393,0,moneyflow,0.0,0,0,watch,0,0
2010-04-14,3394.635,3404.516,3377.437,3403.707,6030613100,0.006506071217974071,15651.970000000014,-35288.43,2,80,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.03865638539259271,0.006506071217974071,0,moneyflow,0.0,0,0,watch,0,0
2010-04-15,3407.025,3412.937,3365.881,3394.574,6105168500,-0.019119673348415196,-45982.69,-63521.009999999995,2,80,1,0.0,1,0.0,0,0,0,0,0,10,0,0,0,0,0,-0.13436376878388803,-0.019119673348415196,0,moneyflow,0.0,0,0,watch,0,0
2010-04-16,3388.286,3388.286,3348.781,3356.332,4714036800,-0.0395231770901453,-86215.24000000002,-104426.82,2,80,1,0.0,1,0.0,0,0,0,0,0,35,0,0,0,0,0,-0.27930332909835875,-0.0395231770901453,0,moneyflow,0.0,0,0,watch,0,0
2010-04-19,3313.499,3313.499,3175.441,3176.423,8841630000,-0.12476265559887044,-259042.64999999997,-248292.58,2,40,1,0.0,1,0.0,0,0,0,0,0,40,0,0,0,0,0,-0.8194073874169253,-0.12476265559887044,0,moneyflow,0.0,0,0,watch,0,0
2010-04-20,3176.414,3196.646,3130.96,3173.374,6413785900,-0.024377023036832188,-50278.52999999997,-38863.7,2,35,1,13.829365774541657,1,5000.0,0,0,0,0,0,20,0,0,0,0,0,-0.17301219521222885,-0.024377023036832188,0,moneyflow,0.0,0,0,watch,0,0
2010-04-21,3178.877,3237.537,3164.765,3236.679,6692833100,0.03606834733336899,75464.95999999999,61437.130000000005,2,25,1,6.914682887270828,1,1666.6666666666667,0,0,0,0,0,10,0,0,0,0,0,0.25333686726586707,0.03606834733336899,1,moneyflow,0.0,0,0,watch,0,0
2010-04-22,3222.68,3231.985,3177.726,3201.541,7108168800,-0.017877315982540696,-36814.09999999999,-62820.15,2,25,1,3.457341443635414,1,714.2857142857143,0,0,0,0,0,20,0,0,0,0,0,-0.1427375946205035,-0.017877315982540696,0,moneyflow,0.0,0,0,watch,0,0
2010-04-23,3198.784,3224.739,3172.578,3190.003,6125267900,-0.041010586214115116,-83842.12999999998,-99669.1,2,25,1,1.728670721817707,1,333.33333333333326,0,0,0,0,0,35,0,0,0,0,0,-0.326255889529368,-0.041010586214115116,0,moneyflow,0.0,0,0,watch,0,0
2010-04-26,3195.457,3207.715,3168.374,3171.997,5089419900,-0.009395644794798461,-19014.619999999984,-56836.08,2,20,1,0.8643353609088535,1,161.29032258064515,0,0,0,0,0,10,0,0,0,0,0,-0.07512773188593881,-0.009395644794798461,0,moneyflow,0.0,0,0,watch,0,0
2010-04-27,3163.101,3163.101,3060.854,3108.409,6529657400,-0.03965277296393409,-78998.79,-128815.0,0,25,1,12.883729567588192,1,1546.2195355858275,0,0,0,0,0,35,0,0,0,0,0,-0.3150558302023352,-0.03965277296393409,0,moneyflow,0.0,0,0,watch,0,0
2010-04-28,3080.324,3122.115,3062.085,3097.353,4599540600,-0.017244693002017586,-34348.72000000001,-25556.08,0,20,1,6.441864783794096,1,665.1247372478433,0,0,0,0,0,20,0,0,0,0,0,-0.13774399227793882,-0.017244693002017586,0,moneyflow,0.0,0,0,watch,0,0
2010-04-29,3114.941,3130.696,3059.796,3060.064,4826097100,0.00031726954227702376,633.1900000000169,-31404.34,0,20,1,16.581646741651692,1,1259.3008094057855,0,0,0,0,0,10,0,0,0,0,0,0.002547028658390665,0.00031726954227702376,0,moneyflow,0.0,0,0,watch,0,0
2010-04-30,3060.12,3068.127,3014.069,3067.365,5447788100,-0.0013067343578723129,-2638.869999999967,26020.45,0,25,1,27.967543815369275,1,1468.8428687949604,0,0,0,0,0,10,0,0,0,0,0,-0.010496467472062997,-0.0013067343578723129,0,moneyflow,0.0,0,0,watch,0,0
2010-05-04,3005.487,3056.082,2994.921,3019.449,4124861000,-0.02684361841038181,-58148.41999999997,2053.180000000001,0,15,1,41.5105789724112,1,1495.4590897651692,0,0,0,0,0,30,0,0,0,0,0,-0.2154614754644661,-0.02684361841038181,0,moneyflow,0.0,0,0,watch,0,0
2010-05-05,2981.777,3036.865,2943.361,3036.394,5967044100,-0.0537681584959089,-115976.2300000001,-76754.38,0,20,1,69.26585316405544,1,1637.3520908481435,0,0,0,0,0,40,0,0,0,0,0,-0.42580717113101707,-0.0537681584959089,0,moneyflow,0.0,0,0,watch,0,0
2010-05-06,3014.907,3014.907,2895.392,2896.856,5877041300,-0.08014601912599638,-166692.24999999997,-213457.72,0,15,1,117.44130587539371,1,1753.7386458369558,0,0,0,0,0,40,0,0,0,0,0,-0.6176777039720311,-0.08014601912599638,0,moneyflow,0.0,0,0,watch,0,0
2010-05-07,2835.879,2892.533,2817.153,2836.789,6111939900,-8.057571465046159e-05,-167.36000000002468,-53950.25,0,15,1,216.92032769903756,1,1927.8461565771725,0,0,0,0,0,10,0,0,0,0,0,-0.0006413002188955611,-8.057571465046159e-05,0,moneyflow,0.0,0,0,watch,0,0
2010-05-10,2842.366,2872.314,2798.523,2858.233,5020917300,0.004978607019533902,10491.479999999967,3953.850000000002,0,15,1,325.1582001214126,1,1798.41407928003,0,0,0,0,0,10,0,0,0,0,1,0.03952716774427326,0.004978607019533902,0,moneyflow,0.0,0,0,watch,0,0
2010-05-11,2916.335,2922.125,2790.701,2800.817,5836349000,-0.022870884508757565,-47662.159999999996,-108614.19,0,10,1,421.6276719317014,1,1565.3840560956717,0,0,0,0,0,20,0,0,0,0,0,-0.18148596224428995,-0.022870884508757565,0,moneyflow,0.0,0,0,watch,0,0
2010-05-12,2781.708,2832.147,2756.422,2818.16,5300227100,0.02517670126513586,53771.850000000006,96441.09000000001,0,10,1,577.160408190371,1,1477.8210425027535,0,0,0,0,0,0,0,0,0,0,0,0.19744153001998013,0.02517670126513586,0,moneyflow,0.0,0,0,watch,0,0
2010-05-13,2818.578,2886.972,2811.661,2886.911,5514577800,0.040205274956179614,86923.23000000004,41682.659999999996,0,15,1,288.5802040951855,1,639.6545509431509,0,0,0,0,0,0,0,0,0,0,0,0.3086630438466613,0.040205274956179614,1,moneyflow,0.0,0,0,watch,0,0
2010-05-14,2865.58,2888.093,2849.241,2868.023,4249871900,-0.014559179556230617,-31109.67999999999,-61693.899999999994,0,15,1,144.29010204759274,1,299.6984128351302,1,0,0,0,0,10,0,0,0,0,0,-0.11236563299164233,-0.014559179556230617,0,moneyflow,0.0,1,1,bottom_watch,0,0
2010-05-17,2828.882,2828.882,2712.444,2714.715,5216684700,-0.04950503865211118,-101659.33,-139964.48,0,15,1,332.7788585385677,1,603.5878747768165,0,0,0,0,0,35,0,0,0,0,0,-0.3786467506682676,-0.04950503865211118,0,moneyflow,0.0,1,0,watch,0,0
2010-05-18,2711.407,2781.845,2686.973,2771.348,5450967100,0.02686353329962198,26101.94000000001,76179.81,0,20,1,419.8501180088759,1,656.5255501406672,0,0,0,0,0,10,0,0,0,0,0,0.20320652982576717,0.02686353329962198,1,moneyflow,0.0,1,0,watch,0,0
2010-05-19,2748.952,2803.695,2723.304,2762.174,4557622100,-0.003351041150829825,-6925.480000000002,-37179.31,0,20,1,209.92505900443794,1,307.09324602946583,1,0,0,0,0,10,0,0,0,0,0,-0.02533509673527997,-0.003351041150829825,0,moneyflow,0.0,1,1,bottom_watch,0,0
2010-05-20,2739.219,2793.876,2721.072,2726.022,4217480300,-0.025593283281730845,-52667.25000000001,-84843.16,0,15,1,104.96252950221897,1,148.75020380660874,0,0,0,0,0,20,0,0,0,0,0,-0.19844770982559037,-0.025593283281730845,0,moneyflow,0.0,1,0,watch,0,0
2010-05-21,2656.419,2769.094,2647.597,2768.791,5447538300,0.008006802181452707,16646.09999999999,15834.24,0,20,1,299.35623911948505,1,389.5360596900284,0,0,0,0,0,10,0,0,0,0,0,0.06201068175906773,0.008006802181452707,0,moneyflow,0.0,1,0,watch,0,0
2010-05-24,2787.751,2886.368,2787.751,2873.469,7450233800,0.026644492119251878,56813.44,44484.68,0,25,1,149.67811955974253,1,187.114794087179,0,0,0,0,0,0,0,0,0,0,0,0.20478966065355894,0.026644492119251878,1,moneyflow,0.0,1,0,watch,0,0
2010-05-25,2851.256,2855.332,2798.02,2813.943,5516832700,-0.033268930539883064,-63539.89000000001,-102191.52,0,20,1,74.83905977987126,0,91.75468779469945,0,0,0,0,0,20,0,0,0,0,0,-0.25476137660805265,-0.033268930539883064,0,moneyflow,0.0,1,0,watch,0,0
2010-05-26,2814.444,2839.031,2797.628,2813.944,3985856400,-0.01705977956655963,-33471.64999999999,-33747.49,0,15,1,37.41952988993563,0,45.43956809204947,0,0,0,0,0,20,0,0,0,0,0,-0.1317688140572886,-0.01705977956655963,0,moneyflow,0.0,1,0,watch,0,0
2010-05-27,2808.048,2866.865,2771.586,2859.979,5344520900,0.014481466888269012,26186.900000000012,22694.9,0,20,1,18.709764944967816,0,22.611899178123267,0,0,0,0,0,10,0,0,0,0,0,0.11139613118624367,0.014481466888269012,0,moneyflow,0.0,1,0,watch,0,0
2010-05-28,2885.857,2893.687,2835.069,2850.302,5153498900,-0.021035706626948748,-37710.47000000001,-36095.19,0,20,1,9.354882472483908,0,11.279170026239779,0,0,0,0,0,20,0,0,0,0,0,-0.16172907447636034,-0.021035706626948748,0,moneyflow,0.0,1,0,watch,0,0
